GEOID,NAME,year,employment_over_16,employment_over_16_moe,unemployment_over_16,unemployment_over_16_moe,employment_20_to_64,employment_20_to_64_moe,unemployment_20_to_64,unemployment_20_to_64_moe,below_poverty,below_poverty_moe,earnings_16_older_total,earnings_16_older_total_moe,earnings_16_older_median,earnings_16_older_median_moe,earnings_25_older_total,earnings_25_older_total_moe,earnings_25_older_less_hs,earnings_25_older_less_hs_moe,earnings_25_older_hs_grad,earnings_25_older_hs_grad_moe,earnings_25_older_some_college,earnings_25_older_some_college_moe,earnings_25_older_bachelors,earnings_25_older_bachelors_moe,earnings_25_older_graduate,earnings_25_older_graduate_moe,median_household_income,median_household_income_moe,income_less_than_10k,income_less_than_10k_moe,income_10k_14999,income_10k_14999_moe,income_15k_24999,income_15k_24999_moe,income_25k_34999,income_25k_34999_moe,income_35K_49999,income_35K_49999_moe,income_50K_74999,income_50K_74999_moe,income_75K_99999,income_75K_99999_moe,income_100K_149999,income_100K_149999_moe,income_150K_199999,income_150K_199999_moe,income_200K_more,income_200K_more_moe,total_pop,total_pop_moe,race_white,race_white_moe,race_black,race_black_moe,race_american_indian,race_american_indian_moe,race_asian,race_asian_moe,race_native_hawaiian,race_native_hawaiian_moe,race_hispanic,race_hispanic_moe,race_other,race_other_moe,race_two_more,race_two_more_moe,family_children_total,family_children_total_moe,family_married_parent_perc,family_single_parent_perc,family_children_nonfamily_perc,family_nonfamily_household_perc,education_less_hs,education_hs_grad,education_assoc_some_college,education_bachelors_or_higher,disability,disability_moe,housing_occupied_total,owner_occupied_housing_total,renter_occupied_housing_total,owner_occupied_housing_perc,renter_occupied_housing_perc,affordable_housing_own_total,affordable_housing_own_perc,affordable_housing_rent_total,affordable_housing_rent_perc,affordable_housing_all_perc,affordable_housing_less_20k,affordable_housing_20k_34k,affordable_housing_35k_49k,affordable_housing_50k_74k,affordable_housing_more_75k
41031960100,"Census Tract 9601, Jefferson County, Oregon",2017,37.7,7.4,6,4.9,41.2,8.3,6.9,5.4,13.2,6.1,930,156,28444,3582,30962,4463,23333,16802,24924,7384,30500,12497,29444,23476,,,59688,11060,4.1,3.8,0,5.5,14.2,7.8,16.2,9.1,8.1,4.8,22.1,9,11.2,6.5,14.5,9,6.6,6.6,2.9,2.2,2277,304,87.7,4.7,3.3,1.8,3.2,2.6,0,1.4,0,1.4,7.3,4.2,3.1,3.3,2.8,2.7,320,86,71.5625,28.4375,0,12.4539877300614,9.49506037321625,35.3457738748628,36.5532381997805,18.6059275521405,11,4.5,579,436,143,75.3022452504318,24.6977547495682,295,67.6605504587156,99,69.2307692307692,68.0483592400691,6.09756097560976,62.7118644067797,95.7446808510638,65.8119658119658,94.6078431372549
41031960201,"Census Tract 9602.01, Jefferson County, Oregon",2017,58.8,8.2,12.1,6.9,70.4,9,12.9,7.7,19.7,7.5,1635,226,20720,3667,21490,2781,15806,11327,19375,7728,30810,4550,,,,,32703,6939,10,5.4,9.5,5.9,20,7.4,13.9,7.3,16,6.2,9.6,5.2,17.2,7,2.3,2.7,1.5,1.9,0,2.8,3317,373,76.2,8.1,0,1,2.1,1.9,0.2,0.4,0,1,41.7,5.5,18.8,7.4,2.7,1.8,959,203,52.7632950990615,47.2367049009385,0,13.0841121495327,22.9571984435798,37.5,27.0428015564202,12.5,13.8,3.3,1153,540,613,46.8343451864701,53.1656548135299,369,68.3333333333333,316,51.5497553017945,59.4102341717259,21.4545454545455,31.9402985074627,96.7391304347826,89.1891891891892,100
41031960202,"Census Tract 9602.02, Jefferson County, Oregon",2017,40.9,5.4,11.7,5.6,54.1,8,12.8,6.6,21.3,7.3,2259,322,25184,4067,31953,10558,33036,20282,20054,10292,34737,11258,64205,15386,47679,16231,48047,14546,8.7,5.6,3.8,3,14.5,6.4,9.6,5.1,14.7,5.1,17.8,7.1,17.8,6.2,8.7,5.4,2,2,2.3,2.4,5092,413,82,6.9,1.1,1.2,6.7,3.1,1.6,1.4,0.2,0.4,23.9,4.7,8.2,6,0.4,0.5,1141,230,61.3496932515337,36.546888694128,2.1034180543383,19.4071700380533,17.5290697674419,27.7616279069767,35.5523255813954,19.156976744186,18.5,5.1,1820,1089,731,59.8351648351648,40.1648351648352,900,82.6446280991736,332,45.4172366621067,67.6923076923077,8.55018587360595,47.5,67.5373134328358,100,100
41031960301,"Census Tract 9603.01, Jefferson County, Oregon",2017,40.2,5.4,6.8,4,60.3,7.3,6.3,4.2,12.3,6,1607,193,35020,11661,36967,9341,50284,43564,27273,10729,32292,14217,60109,46787,46063,22074,56516,7793,4.6,3,4,3.1,5.8,3.1,13.7,5.7,17.5,6.9,22.8,5.1,11.4,3.9,15.2,5,2.4,1.7,2.7,2.6,3470,314,93.6,3.8,0.2,0.3,1,1.7,0.3,0.3,0,0.9,3.9,3.4,1.2,1.3,3.8,2.4,342,136,50.2923976608187,43.5672514619883,6.14035087719298,18.4726224783862,5.63002680965148,25.6702412868633,48.1903485254692,20.5093833780161,21.8,4.8,1619,1422,197,87.8319950586782,12.1680049413218,1028,72.2925457102672,82,41.6243654822335,68.5608400247066,16.9934640522876,36.3636363636364,65.3710247349823,85.1428571428571,98.4405458089669
41031960302,"Census Tract 9603.02, Jefferson County, Oregon",2017,52.9,3.7,7.6,2.7,69.5,3.4,6.6,2.4,14.2,4.8,2140,195,27061,2710,32326,3464,29205,9237,29554,5207,26654,5171,56607,12523,53542,11325,55208,3741,4.7,2.1,1.6,1.2,9.7,3.1,15,3.5,13.2,4.6,22,4.8,12.9,3.9,15.4,4.2,2.8,1.6,2.8,1.7,4775,275,78.4,4.9,0.5,0.7,1.4,0.8,0.9,0.8,0.2,0.3,28.1,3.9,14.1,4,4.4,2.6,1342,174,78.9120715350224,21.0879284649776,0,10.1573976915005,13.8671875,32.4869791666667,34.86328125,18.7825520833333,14.9,2.7,1578,1205,373,76.362484157161,23.637515842839,906,75.1867219917013,166,44.5040214477212,67.9340937896071,28.6624203821656,44.1558441558442,63.4920634920635,83.3333333333333,94.1729323308271
41031,"Jefferson County, Oregon",2017,45.1,2.3,11.9,2.4,57.3,3.3,11.9,2.7,20.9,2.8,9955,435,25441,1599,29548,2610,24643,3290,23051,2356,31094,2864,52688,17410,49471,4879,48464,3467,7.4,2,4.5,1.4,12.2,2.4,12.5,2.3,15.1,2.6,18.9,2.5,14.3,2.4,10.5,2.1,2.5,1,2.1,0.9,22707,,70,1.8,0.8,0.3,17.6,0.8,0.6,0.3,0.4,0.4,19.8,,8.1,1.7,2.5,0.8,5434,59,55.6496135443504,43.5222672064777,0.828119249171881,13.165227719154,14.3032972727862,30.6665802940986,38.109736347736,16.9203860853793,16.2,1.6,7628,5243,2385,68.7336130047195,31.2663869952805,3965,75.6246423803166,1139,47.7568134171908,66.9113791295228,20.2266782911944,44.7171097477846,74.0178571428572,87.600291757841,97.7638640429338
53059950100,"Census Tract 9501, Skamania County, Washington",2017,50.4,15.2,15.7,17,60.2,16.7,0,38.6,5.1,6.5,64,28,,,,,,,,,30568,17282,160455,106569,,,65625,40295,0,39.3,0,39.3,3.5,4.9,31.6,26.3,5.3,10.2,17.5,21.2,8.8,13.7,14,14.2,19.3,26.3,0,39.3,158,68,98.1,3.6,0,18.5,1.9,3.6,0,18.5,0,18.5,0,18.5,0,18.5,0,18.5,41,34,100,0,0,13.2911392405063,2.83018867924528,20.7547169811321,43.3962264150943,33.0188679245283,3.8,6,57,53,4,92.9824561403509,7.01754385964912,28,52.8301886792453,4,100,56.140350877193,,25,100,40,83.3333333333333
53059950200,"Census Tract 9502, Skamania County, Washington",2017,54,3.7,6,2,68.2,4,4.6,1.9,9.1,2.4,2355,198,35743,3170,41336,6323,32955,17145,35385,7285,35771,5224,49605,9289,59323,5068,63115,4686,4.4,2.3,3.4,2.2,7.4,2.1,10.6,3.9,11.2,2.9,24.1,5.4,14.3,4.7,15,3.2,7.1,3.3,2.4,1.5,4643,256,93.9,1.7,1.6,0.8,1.4,0.9,1.2,0.9,0,0.7,1.4,0.8,0.5,0.4,1.4,1,862,125,74.9419953596288,23.5498839907193,1.50812064965197,19.5132457462847,6.68587896253602,28.0115273775216,40.5475504322767,24.7550432276657,12.4,1.8,1884,1444,440,76.6454352441614,23.3545647558386,1075,74.4459833795014,222,50.4545454545455,68.8428874734607,14.5945945945946,46.8164794007491,66.3366336633663,78.47533632287,91.6782246879334
53059950300,"Census Tract 9503, Skamania County, Washington",2017,44.1,5,8.5,3.7,58.9,6.1,7.7,3.7,17.7,4.5,840,125,31048,4680,35333,5591,40375,17988,31667,6932,23375,4975,35982,8818,58333,10984,45170,11014,14.8,5.2,7.5,3.8,10.2,4,11.5,4.4,11.1,5,23.4,5.2,9.3,3.9,8.4,3,2.5,1.2,1.3,1.5,1864,173,94.1,2.9,1.1,1.5,1.7,1.3,1.1,1.6,0,1.7,2.9,1.6,0.3,0.5,1.7,1.6,305,77,62.6229508196721,34.0983606557377,3.27868852459016,25.0684181718665,11.5223463687151,30.4469273743017,35.3351955307263,22.695530726257,17.6,3.2,845,510,335,60.3550295857988,39.6449704142012,375,73.5294117647059,163,48.6567164179105,63.6686390532544,28.4974093264249,52.8169014084507,58.5106382978723,86.3636363636364,100
53059950400,"Census Tract 9504, Skamania County, Washington",2017,50.9,4.8,4.6,2.1,64.6,6.4,5.2,2.4,12.9,6.1,1074,122,30238,5538,33295,6539,24423,7251,29375,8019,35769,21533,41875,27985,47167,18847,54702,7085,5.3,3.4,5.7,3.2,8.8,4.2,16,5.7,11.2,4.4,17.4,4.8,11.8,3.9,15.3,4.3,4.4,2.3,4.2,3.2,2134,182,94,3,0.5,0.9,0.2,0.3,0.7,0.9,0,1.5,12.4,3.9,3,2.4,1.5,1.2,393,128,66.412213740458,33.587786259542,0,14.9953139643861,11.0776640577965,28.5370258880193,30.8850090307044,29.5003010234798,15.7,3.8,913,619,294,67.7984665936473,32.2015334063527,505,81.5831987075929,136,46.2585034013605,70.2081051478642,23.5294117647059,60.9589041095891,72.1649484536083,93.421052631579,98.7341772151899
53059950500,"Census Tract 9505, Skamania County, Washington",2017,53.9,5.7,5.9,4.1,66.7,6.6,4.8,3.7,18.2,5.9,1268,187,27955,4578,36481,3473,16307,8663,35208,12664,38011,5124,,,70764,8187,38923,1710,10.8,5.1,9.6,5.3,10.5,6.4,7.5,4.9,22.6,8.5,10.6,5,9,4.8,12.5,5.7,5.2,4.2,1.8,2.4,2699,244,89.3,4.2,0,1.2,6.4,2.3,1.4,1.9,0.2,0.5,11.2,4,2.1,2.7,0.5,0.6,681,158,59.9118942731278,40.0881057268723,0,12.5560538116592,12.8977272727273,31.0795454545455,41.8181818181818,14.2045454545455,15.8,4.5,1014,639,375,63.01775147929,36.9822485207101,395,61.8153364632238,155,41.3333333333333,54.2406311637081,9.01960784313725,52.212389380531,37.2727272727273,90.6542056074766,100
53059,"Skamania County, Washington",2017,51.7,2.1,6.2,1.5,65.6,2.7,5.1,1.4,13.3,2.1,5601,194,32315,2153,36935,1779,23929,7996,33406,4128,35430,4795,49837,12063,59077,3343,53606,3175,7.8,1.6,5.9,1.7,8.8,1.9,11.4,2.4,13.6,2.4,19.7,2.8,11.7,2.4,13.3,2.2,5.5,1.6,2.4,1,11498,,92.9,0.8,0.9,0.1,2.4,0.5,1.1,0.3,0,0.1,6,,1.3,0.8,1.2,0.6,2282,35,67.7914110429448,31.2007011393514,1.00788781770377,17.844028676342,9.62154466722031,29.0781824652984,38.0590817416064,23.241191125875,14.5,1.3,4713,3265,1448,69.2764693401231,30.7235306598769,2378,72.833078101072,680,46.9613259668508,64.8843624018672,17.686170212766,51.3081395348837,55.8441558441558,83.6801752464403,95.5613577023499
53039950100,"Census Tract 9501, Klickitat County, Washington",2017,40.2,5.2,10.3,3.4,51.7,6.6,9.9,3.6,18.8,5.8,3584,431,22251,2568,30226,6468,,,23026,3965,36761,9198,37656,15921,61833,27644,44208,9017,12,5,7.8,3.8,8.7,3,12,4,12.7,4.7,24,6.3,12.2,3.8,8.3,3.5,1.6,1.8,0.6,0.6,8647,499,89.8,2.6,0.1,0.2,6.5,1.8,0.5,0.8,0,0.4,6.9,2.2,1.4,2.1,1.5,1,1752,297,69.0639269406393,30.9360730593607,0,16.4463679962569,12.3331214240305,30.8804831532104,36.8722186904005,19.9141767323586,22.5,3.6,3403,2165,1238,63.6203349985307,36.3796650014693,1705,78.7528868360277,427,34.4911147011309,62.6506024096386,13.622754491018,71.0172744721689,58.6046511627907,88.1648936170213,99.604743083004
53039950200,"Census Tract 9502, Klickitat County, Washington",2017,46.8,5.4,2.6,1.7,61.1,6.9,3,1.9,17.5,6.4,2078,315,26556,3641,30952,6047,51176,31532,29223,5731,34181,9935,,,11600,2410,48455,3467,3.4,1.7,2.7,1.4,10.7,4.2,13.4,5.2,22.3,5.2,21.6,5.8,9.3,4.7,10.3,4.2,5,4.1,1.2,1.8,4623,486,92.5,2.7,0.4,0.5,2.3,1.9,1.3,0.7,0,0.7,6.3,5,0,0.1,3.4,1.5,730,292,70.4109589041096,29.5890410958904,0,25.7223549858788,12.8596087456847,34.1484464902186,39.5857307249712,13.4062140391254,21.1,4.3,1783,1235,548,69.2652832305104,30.7347167694896,936,75.7894736842105,256,46.7153284671533,66.8536174985979,20.7100591715976,47.3186119873817,72.0626631853786,79.0368271954674,100
53039950300,"Census Tract 9503, Klickitat County, Washington",2017,55.3,4.2,1.5,1.3,71,5.1,0.9,0.9,9.1,2.9,3723,322,30813,1306,31443,1249,20231,3151,40056,12188,30444,1836,48103,26791,60784,19231,60908,6458,3.9,2.1,3.5,2.1,7.7,3.3,12.9,5.1,11.5,5.1,20.2,5.4,13.7,4.3,18.1,4.8,4.7,3,3.7,3,7902,456,91.9,4.1,0.4,0.8,0.2,0.3,0.6,0.5,0,0.4,21.2,3.6,5.8,3.8,1.2,0.9,1765,258,81.4730878186969,12.0113314447592,6.51558073654391,19.0758141330931,12.5089094796864,20.3848895224519,26.960085531005,40.1461154668567,12.9,2.8,3061,2172,889,70.9572035282588,29.0427964717413,1621,74.6316758747698,355,39.9325084364454,64.5540672982685,13.8888888888889,37.2509960159363,49.7142857142857,69.5121951219512,95.0487012987013
53039,"Klickitat County, Washington",2017,47.2,3.1,5,1.6,60.9,3.8,4.7,1.6,14.9,3.1,9385,526,27177,2457,31158,1168,20450,3157,29931,3580,31567,2815,39107,9979,58816,10955,51258,2597,7.1,2.3,5.1,1.8,8.8,2,12.7,3.1,14.3,3,22.1,3.4,12.1,2.3,12.4,2.5,3.5,1.7,1.9,1.2,21172,,91.2,1.8,0.3,0.4,3.2,0.5,0.7,0.3,0,0.2,12.1,,2.8,1.7,1.8,0.6,4247,5,74.4525547445256,22.8396515187191,2.70779373675536,19.463696764017,12.5162548764629,27.7893368010403,33.8686605981795,25.8257477243173,18.6,2,8247,5572,2675,67.563962653086,32.436037346914,4262,76.4895908111989,1038,38.803738317757,64.2657936219231,14.7286821705426,52.7611940298507,60.3611349957008,79.8689696247767,97.3802701596398
41,Oregon,2017,59.1,0.4,5.1,0.3,73.9,0.5,4.7,0.3,13.2,0.5,2220539,14489,32137,307,37424,464,24475,1077,30352,454,35272,587,48567,1502,64380,3017,60212,796,6.4,0.3,4.3,0.3,9,0.3,9.1,0.4,12.9,0.3,18.7,0.5,13.2,0.4,14.6,0.4,6,0.3,5.7,0.2,4142776,,84.4,0.3,1.9,0.1,1.2,0.1,4.4,0.1,0.4,0.1,13.1,,3,0.3,4.8,0.2,870422,2191,70.1388521889383,29.0359159120519,0.825231899009905,20.08882807583,9.04389398161792,23.2252571785075,34.0062284679244,33.7246203719502,14,0.3,1603635,1007015,596620,62.795773352415,37.204226647585,732316,72.721458965358,272153,45.6158023532567,62.6370090450757,11.926822921507,31.1092845901303,50.8316989548129,72.5265949381165,94.0528452705703
4100021,"South Wasco County School District 1, Oregon",2016,43.7,7.2,7.6,5.1,64.1,7.4,7.6,5.9,19.6,5.6,1034,230,21875,4574,25571,3845,20774,9461,17375,12793,31281,4342,30547,11874,,,40000,5628,7.9,3.1,5.7,3.3,12.1,3.7,18.5,5.2,21.2,5.2,21,6.1,6.2,2.3,4.5,1.8,3,2.8,0,3.3,2182,275,0,1.5,0.3,0.6,3.4,2.9,1.5,2.1,0,1.5,94.6,5.3,0,1.5,0,1.5,214,79,33.1775700934579,59.8130841121495,7.00934579439252,26.1484098939929,12.3650107991361,37.1490280777538,37.0950323974082,13.3909287257019,23.8,4.4,964,642,322,66.597510373444,33.402489626556,462,71.9626168224299,149,46.2732919254658,63.3817427385892,18.75,64.4859813084112,82.7160493827161,96.8586387434555,96.2121212121212
41065970100,"Census Tract 9701, Wasco County, Oregon",2016,54.1,6.2,4.3,2.7,75.3,7.3,3.8,3,12.2,5.4,1976,238,29868,6361,35625,9732,22125,8857,30665,4603,30441,18271,53977,10143,64844,31861,54453,8764,5.7,4.3,4,2.3,8.9,5,13.4,4.7,12.7,4.5,19.8,6.4,18.6,6.7,9.8,4.6,4,2.7,3,2,4208,326,0,0.8,0,0.8,0,0.8,0,0.8,3.5,4.6,88.9,5.8,0.1,0.3,0.3,0.5,974,181,70.5338809034908,29.4661190965092,0,15.7317695053544,7.45750953867499,27.4020117932709,40.6174124176205,24.5230662504336,20,5,1614,1115,499,69.0830235439901,30.9169764560099,865,77.5784753363229,166,33.2665330661323,63.8785625774473,12.6168224299065,33.0985915492958,66.3414634146342,85.9375,91.3919413919414
41065970200,"Census Tract 9702, Wasco County, Oregon",2016,63.2,4.5,4.6,3.2,75.4,5,3.5,3,13.3,5.3,1579,191,25913,3123,27452,4249,25549,9960,22379,11526,33207,10442,35772,3827,,,45729,3841,5.4,3.3,2.6,2.1,11.6,4.7,17.4,6.9,22.4,7.5,15.6,5.7,17,6.8,5.1,3.3,2.9,3.5,0,2.8,2870,273,0.3,0.5,0,1.1,0.5,0.8,0,1.1,1.2,1.4,79.8,4.6,0,1.1,0,1.1,696,168,61.9252873563218,38.0747126436782,0,22.1254355400697,18.0185084376701,25.6396298312466,34.6216657593903,21.720195971693,16.1,5.1,1138,598,540,52.5483304042179,47.4516695957821,479,80.1003344481605,318,58.8888888888889,70.0351493848858,0,58.1967213114754,87.5502008032129,90.3954802259887,100
41065970300,"Census Tract 9703, Wasco County, Oregon",2016,60.5,7.3,5.7,4.6,75,6.5,4.3,3.2,9.6,5,1485,194,30448,4100,32011,3313,,,30792,4640,31955,3322,41204,10069,57188,17823,50972,11802,3.4,3.2,6.2,4.2,8.9,5.5,10.3,6.4,19.9,6.5,21.2,7.1,19.6,7.9,8,3.5,1.4,1.7,1,1.7,3031,320,0,1.1,0,1.1,0.7,0.7,0,1.1,9.6,8,83.7,8.3,0,1.1,0.1,0.2,922,209,63.6659436008677,36.3340563991323,0,11.5137148662377,11.3924050632911,24.2025316455696,43.3924050632911,21.0126582278481,13.3,4.2,1132,809,323,71.4664310954064,28.5335689045936,542,66.9962917181706,140,43.343653250774,60.2473498233216,0,33.3333333333333,65.4377880184332,93.75,84.5425867507887
41065970400,"Census Tract 9704, Wasco County, Oregon",2016,46.8,5.7,7.7,4.8,63.9,8.6,9,5.6,14.2,5.5,1426,175,28239,6859,31638,3569,10679,5466,30915,4598,31176,7359,67222,9612,,,40813,9111,6.4,3.7,13.1,6.3,10.5,4.7,12.7,6,16.3,5.3,17.2,6.9,14.9,4.9,4.2,2.7,0.9,1.3,3.9,3.3,3243,245,0.2,0.4,0.2,0.4,0.8,0.9,0.5,0.8,1.3,1.3,82.1,4.4,0,1,0,1,722,162,84.9030470914128,15.0969529085873,0,22.7593152064451,13.6786188579017,34.0858787073927,35.76803895529,16.4674634794157,21.3,4.7,1286,628,658,48.8335925349922,51.1664074650078,473,75.3184713375796,215,32.6747720364742,53.4992223950233,8.07017543859649,50.8196721311476,63.3136094674556,57.4660633484163,100
41065970500,"Census Tract 9705, Wasco County, Oregon",2016,50.9,5.4,7.5,7.2,64,6.7,7.4,6.9,19.8,5.8,1578,221,22857,3299,27656,3126,28512,11689,22926,3493,29715,3489,38750,30875,24076,16599,40389,3830,11.7,5,3.2,2.7,15.5,4.9,13.6,5.5,16.9,5.8,24.6,6.1,6.4,3.8,7.1,3.9,0.9,1.1,0,2.4,3418,273,0,0.9,0.3,0.5,1.3,1,0,0.9,5.1,4.9,78.2,6.5,0,0.9,0,0.9,753,148,75.8300132802125,24.1699867197875,0,15.4183733177297,22.3190932868352,36.4864864864865,31.4298169136879,9.76460331299041,23.2,5.2,1325,833,492,62.8679245283019,37.1320754716981,638,76.5906362545018,173,35.1626016260163,61.2075471698113,19.2028985507246,48.951048951049,70.9821428571429,85.8974358974359,100
41065970600,"Census Tract 9706, Wasco County, Oregon",2016,50.1,7.4,16.2,8.8,62.2,9.2,17.4,9.6,16.1,8,1321,221,25346,6471,30442,7362,,,35000,8653,28409,5617,41842,9002,48472,13955,51194,10191,3,1.8,8.5,4.4,5.7,3.7,16.5,6.5,13.1,6.4,25,7.2,14,5.8,10,3.6,3.3,3.4,0.9,1.2,2640,315,0,1.2,0.1,0.2,0.8,0.7,0,1.2,5.9,4.5,75.2,7,0,1.2,0,1.2,606,137,71.2871287128713,28.7128712871287,0,14.0557518649391,17.901878914405,23.1732776617954,35.9081419624217,23.0167014613779,19,7.1,1000,698,302,69.8,30.2,490,70.2005730659026,171,56.6225165562914,66.1,12.9251700680272,66.2921348314607,63.7795275590551,84.8,88.8461538461539
41065970700,"Census Tract 9707, Wasco County, Oregon",2016,68.1,14.5,3.9,3.5,82.1,9.6,4.3,3.7,14.6,13.8,1040,583,22125,12523,26511,10492,21031,5956,30880,4575,27098,10512,87750,13901,58304,4133,59471,13411,3.1,2.6,2.5,2,8.6,4,20.3,8.1,9.4,4.7,17.3,5.4,10.7,5.6,19.4,6.6,5.1,3.5,3.6,2.8,1683,577,0,1.9,0,1.9,0.2,0.5,0,1.9,2.4,3.2,68.7,24.5,0,1.9,0.4,0.5,234,87,100,0,0,18.6177715091678,18.6482084690554,31.3517915309446,32.8990228013029,17.1009771986971,14.7,6.8,607,477,130,78.5831960461285,21.4168039538715,346,72.5366876310273,56,43.0769230769231,66.2273476112026,34.5454545454546,57.6923076923077,43.5897435897436,72.3809523809524,96.8468468468468
41065970800,"Census Tract 9708, Wasco County, Oregon",2016,49.5,5,8.4,3,66.6,4.8,8,3.4,15.8,3.5,2169,312,26021,1666,28750,3283,20446,7993,23611,5372,31250,1658,36964,15212,42917,20580,43431,3818,7.2,2.4,4.8,2.3,12.2,2.6,13.4,3.2,19.4,3.7,22.6,4.6,9.3,3.6,8.2,2,2.2,1.7,0.7,0.7,4564,394,0,0.7,0.2,0.3,1.6,1.4,0.7,1,0.1,0.1,94.7,3.1,0,0.7,0,0.7,792,143,56.1868686868687,41.9191919191919,1.89393939393939,18.0609672243869,10.5340375586854,34.0082159624413,39.7887323943662,15.669014084507,17.1,2.7,1781,1152,629,64.6827624929815,35.3172375070185,869,75.4340277777778,322,51.1923688394277,66.8725435148793,20.4918032786885,59.3373493975904,82.6989619377163,95.9239130434783,98.5994397759104
41065,"Wasco County, Oregon",2016,54.2,2.2,7.2,1.7,70,2.4,7,1.8,14.5,2,12574,398,26252,1011,30286,1083,20298,4499,28397,2956,30886,1432,45000,7695,52188,9732,46814,2168,6.1,1.3,5.7,1.2,10.6,1.6,14.2,1.9,16.7,1.6,20.7,2.2,13.8,2.1,8.3,1.4,2.4,0.8,1.6,0.6,25657,,0.1,0.1,0.1,0.1,0.8,0.3,0.2,0.2,3.5,1.4,83.3,,0,0.1,0.1,0.1,5699,157,70.1877522372346,29.5490436918758,0.26320407088963,17.1924805884757,14.1741573033708,29.9662921348315,37.3089887640449,18.5505617977528,18.4,1.4,9883,6310,3573,63.8470100172013,36.1529899827987,4702,74.5166402535658,1561,43.6887769381472,63.3714459172316,12.8016085790885,50.9516041326808,72.3502304147466,85.09784244857,94.4691158659669
41027950100,"Census Tract 9501, Hood River County, Oregon",2016,58.3,5.4,5.1,3.2,75.1,5.8,5.2,3.5,12.2,5.5,2020,285,25091,5523,26473,2641,25163,8555,17917,6456,26229,4603,40551,8917,121250,99829,51370,4728,5.6,3.5,3,2.7,8.2,3.2,12.1,5.2,18.1,5.9,22.5,4.6,14.8,5.5,8.2,4,4.7,3.3,3,2.5,3909,504,0,0.8,0,0.8,1.5,1.4,0.6,1,3.4,4.5,79.4,8,0,0.8,0.6,1.1,806,259,81.7617866004963,18.2382133995037,0,14.5096921322691,16.6289592760181,21.2669683257919,37.1417797888386,24.9622926093514,15.8,3.6,1322,913,409,69.0620272314675,30.9379727685325,681,74.5892661555312,163,39.8533007334963,63.8426626323752,11.2426035502959,38.2022471910112,67.7824267782427,95.0381679389313,85.6435643564357
