GEOID,NAME,year,employment_over_16,employment_over_16_moe,unemployment_over_16,unemployment_over_16_moe,employment_20_to_64,employment_20_to_64_moe,unemployment_20_to_64,unemployment_20_to_64_moe,below_poverty,below_poverty_moe,earnings_16_older_total,earnings_16_older_total_moe,earnings_16_older_median,earnings_16_older_median_moe,earnings_25_older_total,earnings_25_older_total_moe,earnings_25_older_less_hs,earnings_25_older_less_hs_moe,earnings_25_older_hs_grad,earnings_25_older_hs_grad_moe,earnings_25_older_some_college,earnings_25_older_some_college_moe,earnings_25_older_bachelors,earnings_25_older_bachelors_moe,earnings_25_older_graduate,earnings_25_older_graduate_moe,median_household_income,median_household_income_moe,income_less_than_10k,income_less_than_10k_moe,income_10k_14999,income_10k_14999_moe,income_15k_24999,income_15k_24999_moe,income_25k_34999,income_25k_34999_moe,income_35K_49999,income_35K_49999_moe,income_50K_74999,income_50K_74999_moe,income_75K_99999,income_75K_99999_moe,income_100K_149999,income_100K_149999_moe,income_150K_199999,income_150K_199999_moe,income_200K_more,income_200K_more_moe,total_pop,total_pop_moe,race_white,race_white_moe,race_black,race_black_moe,race_american_indian,race_american_indian_moe,race_asian,race_asian_moe,race_native_hawaiian,race_native_hawaiian_moe,race_hispanic,race_hispanic_moe,race_other,race_other_moe,race_two_more,race_two_more_moe,family_children_total,family_children_total_moe,family_married_parent_perc,family_single_parent_perc,family_children_nonfamily_perc,family_nonfamily_household_perc,education_less_hs,education_hs_grad,education_assoc_some_college,education_bachelors_or_higher,disability,disability_moe,housing_occupied_total,owner_occupied_housing_total,renter_occupied_housing_total,owner_occupied_housing_perc,renter_occupied_housing_perc,affordable_housing_own_total,affordable_housing_own_perc,affordable_housing_rent_total,affordable_housing_rent_perc,affordable_housing_all_perc,affordable_housing_less_20k,affordable_housing_20k_34k,affordable_housing_35k_49k,affordable_housing_50k_74k,affordable_housing_more_75k
41027950200,"Census Tract 9502, Hood River County, Oregon",2016,61.3,4.1,4,2.4,77.1,4.9,3.7,2.3,9,4.8,3663,330,31711,3183,33573,4908,25396,11488,32806,8580,31291,4881,47804,7999,53728,7471,69515,12536,2.5,2.1,4.1,3.2,6.4,4.5,10.8,5.6,9.9,4.3,18.5,4.8,23.6,6.2,12.1,4.7,5.3,2.9,6.8,3.3,6660,626,0,0.5,0,0.5,3.2,2.2,0,0.5,2.4,2.3,84.6,5,0,0.5,0,0.5,1426,351,61.1500701262272,34.5021037868163,4.34782608695652,21.8496401776145,13.7533456866378,22.0918262301832,25.7772287420218,38.3775993411571,7.8,2.4,2603,1893,710,72.7237802535536,27.2762197464464,1524,80.5071315372425,237,33.3802816901409,67.6527084133692,25.0965250965251,48.3443708609272,59.6638655462185,63.9658848614073,90.3752039151713
41027950300,"Census Tract 9503, Hood River County, Oregon",2016,64.3,5.2,1.8,1.7,77.5,5.9,1.1,1.3,24.3,8.1,3061,360,24459,4510,30560,6698,16901,6153,25452,8893,26000,6053,58105,12103,45563,10491,46523,7155,7.7,4.8,3,2.2,17.8,6.6,11.9,5.5,13.6,5.6,17.6,5.7,8.7,4.5,11.5,4.1,3.3,2.5,4.9,3.1,5795,406,0,0.6,0,0.6,1.1,0.7,0.3,0.4,3.9,4.7,70.4,7.9,0.4,0.7,0,0.6,1533,408,58.8388780169602,41.1611219830398,0,23.2850410193751,17.7406308978161,25.4785656511189,20.8411970881639,35.9396063629011,10.8,3,2363,1126,1237,47.6512907321202,52.3487092678798,829,73.6234458259325,627,50.6871463217462,61.6165890816758,31.9201995012469,28.8343558282209,66.1184210526316,88.4892086330935,92.3652694610779
41027950400,"Census Tract 9504, Hood River County, Oregon",2016,63,4.4,8,3.6,74.4,5.2,7.6,3.8,8.5,3.7,3543,302,23323,3202,25762,4550,21469,2477,30730,3763,26809,7294,25806,14799,,,58790,5116,1.6,1.5,1.8,1.4,6.4,3.3,12.1,4.8,16.7,5.8,25.1,5.9,13.7,6.2,13.4,4.7,6.3,3.6,3,2.1,6478,500,0,0.5,0.3,0.6,0.8,0.6,0,0.5,9.9,6.2,46,5.9,0,0.5,0,0.5,1734,350,79.757785467128,20.242214532872,0,11.0745974367401,30.378824672171,29.9417192812045,21.2967459932006,18.382710053424,10.1,3.6,1925,1373,552,71.3246753246753,28.6753246753247,1020,74.2898761835397,189,34.2391304347826,62.8051948051948,33.8983050847458,49.685534591195,64.2066420664207,69.7940503432494,94.7286821705426
41027,"Hood River County, Oregon",2016,62,2.4,4.8,1.5,76.1,2.8,4.4,1.5,13.3,3,12287,440,26323,1760,29766,2256,21682,3185,27798,5088,27412,4323,45650,7240,52318,4819,56581,3351,4.3,1.7,3,1.4,10,2.6,11.6,2.4,13.9,2.6,20.5,2.7,15.6,2.8,11.6,2.3,4.9,1.5,4.7,1.4,22842,,0,0.1,0.1,0.2,1.7,0.5,0.2,0.2,5.1,2.2,69.2,,0.1,0.2,0.1,0.2,5499,178,69.3944353518822,29.4780869248954,1.1274777232224,18.0470394435801,19.679186228482,24.8761085028691,25.3455920709442,30.0991131977048,10.6,1.2,8213,5305,2908,64.5927188603434,35.4072811396567,4054,76.4184731385485,1216,41.8156808803301,64.1665652015098,26.610348468849,38.4751773049645,64.5437262357415,77.1608832807571,91.131498470948
41055950100,"Census Tract 9501, Sherman County, Oregon",2016,52.4,3.9,7.2,3,70.3,4.7,7.7,3.2,17.7,3.8,890,70,24932,3716,28917,7178,,,24792,7526,25329,5106,47750,10442,38875,10966,41389,6767,10.9,4,5.2,2.5,15.9,4.6,13.2,3.2,10.6,2.8,16.5,4.3,13.2,3.5,5.6,2.6,3.5,1.8,5.3,2.8,1705,124,0,1.9,0,1.9,0.1,0.2,0,1.9,0,1.9,94.9,3.5,0,1.9,0.1,0.2,275,62,68.3636363636364,30.5454545454545,1.09090909090909,26.166568222091,6.65137614678899,35.8562691131499,40.519877675841,16.9724770642202,18.2,3.4,804,494,310,61.4427860696518,38.5572139303483,390,78.9473684210526,127,40.9677419354839,64.3034825870647,15.1898734177215,53.1578947368421,90.9090909090909,96.969696969697,100
41055,"Sherman County, Oregon",2016,52.4,3.9,7.2,3,70.3,4.7,7.7,3.2,17.7,3.8,890,70,24932,3716,28917,7178,,,24792,7526,25329,5106,47750,10442,38875,10966,41389,6767,10.9,4,5.2,2.5,15.9,4.6,13.2,3.2,10.6,2.8,16.5,4.3,13.2,3.5,5.6,2.6,3.5,1.8,5.3,2.8,1705,124,0,1.9,0,1.9,0.1,0.2,0,1.9,0,1.9,94.9,3.5,0,1.9,0.1,0.2,275,62,68.3636363636364,30.5454545454545,1.09090909090909,26.166568222091,6.65137614678899,35.8562691131499,40.519877675841,16.9724770642202,18.2,3.4,804,494,310,61.4427860696518,38.5572139303483,390,78.9473684210526,127,40.9677419354839,64.3034825870647,15.1898734177215,53.1578947368421,90.9090909090909,96.969696969697,100
41031940000,"Census Tract 9400, Jefferson County, Oregon",2016,43.7,4.9,24.3,4.6,49.1,5.4,24.1,4.8,34.2,6.2,1499,146,22807,3311,27069,1970,20278,7332,16544,12737,32315,3723,32014,15664,44722,11552,42000,7021,12.7,4.1,8,4.1,7.6,3.3,15.6,5,15.5,4.9,19.6,5.7,12,4.6,6.2,3.5,1.5,1.2,1.4,2,3773,207,0.1,0.1,0.3,0.4,0.4,0.4,0,0.9,0.3,0.5,90.9,4.3,0,0.9,0,0.9,1272,150,32.3899371069182,67.6100628930818,0,3.06864064602961,19.8062953995157,26.7312348668281,44.6489104116223,8.8135593220339,13,2.7,884,567,317,64.1402714932127,35.8597285067873,507,89.4179894179894,141,44.4794952681388,73.3031674208145,36.4130434782609,66.6666666666667,94.6969696969697,95.9537572254335,100
41031960100,"Census Tract 9601, Jefferson County, Oregon",2016,39.1,7.5,9.2,5.9,42.7,8.9,10.3,6.4,11.7,5.3,977,142,27521,3377,28792,2969,17000,10467,25278,5811,26500,6675,,,,,62900,9559,2.2,2.2,0.7,1.3,15.4,7.1,14.6,6.2,6.9,4.7,24.7,7.7,8.7,5.5,16.8,6.9,7.6,7.3,2.5,1.9,2302,297,0,1.4,0,1.4,0.3,0.4,0,1.4,3,3,93.5,3.7,0,1.4,0,1.4,373,109,75.0670241286863,24.9329758713137,0,11.8133490844654,9.73303670745272,32.313681868743,37.9310344827586,20.0222469410456,11.3,4.1,596,441,155,73.993288590604,26.006711409396,332,75.2834467120182,109,70.3225806451613,73.993288590604,25.5813953488372,79.0909090909091,75.609756097561,73.5294117647059,94.811320754717
41031960201,"Census Tract 9602.01, Jefferson County, Oregon",2016,54.5,7,20.5,7.6,62.7,8.6,21.4,8.4,24.9,8.8,1527,221,16946,3273,20177,2423,18365,6824,18409,8493,30833,8571,16522,8115,,,30176,4375,13.3,6.1,7.9,5,20.4,7.3,18.1,10,11.5,5.5,16.6,6.3,7.9,4.8,3.8,3.2,0.5,0.9,0,2.9,3247,380,0,1,0.2,0.3,0.1,0.2,0,1,19.6,9,58.4,5.8,0,1,0,1,963,210,55.4517133956386,44.5482866043614,0,12.6270403449338,29.1158536585366,33.0284552845528,26.880081300813,10.9756097560976,15.9,5.1,1095,503,592,45.9360730593607,54.0639269406393,316,62.8230616302187,295,49.8310810810811,55.7990867579909,26.2626262626263,33.6363636363636,91.2698412698413,95.0549450549451,100
41031960202,"Census Tract 9602.02, Jefferson County, Oregon",2016,45.8,5.6,8.6,5,62,7.6,9.6,5.4,19.8,8.2,2365,317,27688,6345,29563,8493,27939,10081,20737,4581,35556,13794,67510,22261,,,47661,7721,2.7,3.2,3.4,2.7,15.3,6.5,13.1,5.8,17,6.1,20.4,7.4,17.7,5.9,7.3,5.4,1.4,1.6,1.8,2.1,5029,494,0,0.6,0,0.6,1.7,1.1,0,0.6,10.4,8.1,72.4,6.1,0,0.6,0,0.6,1216,310,49.1776315789474,50.8223684210526,0,19.4365626266721,18.8357208168241,28.3145382505334,33.6787564766839,19.1709844559585,18.8,4.9,1916,1230,686,64.19624217119,35.80375782881,996,80.9756097560976,453,66.0349854227405,75.6263048016702,14.5922746781116,62.1495327102804,76.9938650306748,100,94.2486085343228
41031960301,"Census Tract 9603.01, Jefferson County, Oregon",2016,38,5.7,8.8,5.7,57.8,8.2,8.5,6.1,13.3,5.9,1486,180,26944,9093,31650,7635,,,25179,6595,32232,11946,35602,29301,66477,38291,55000,5952,3.8,2.5,4.4,3.3,6.1,2.8,15.9,5.3,16.2,6,27.1,6,13.6,4.8,10.8,5.2,2.1,1.4,0,2.1,3318,257,0,1,0,1,0.2,0.3,0,1,1.1,1.2,96.9,2.5,0,1,0,1,314,128,38.2165605095541,53.5031847133758,8.28025477707006,18.0530440024111,6.1909758656873,26.2329485834208,49.4578523959426,18.1182231549493,22.5,4,1530,1344,186,87.843137254902,12.156862745098,1025,76.264880952381,68,36.5591397849462,71.437908496732,24.0740740740741,41.1971830985916,78.2258064516129,86.1892583120205,100
41031960302,"Census Tract 9603.02, Jefferson County, Oregon",2016,54.7,4.2,8.7,2.7,70.1,4.5,7.4,2.8,14.4,4.6,2148,209,27917,3205,31263,2711,30163,7910,29265,4441,26385,3904,54107,11532,50395,16995,51198,4608,5.2,2.1,2.5,1.4,9.6,3.3,14.9,3.2,16.3,4.9,20.6,4.5,15.4,4.5,11.8,3.6,1.8,1.4,1.9,1.1,4636,368,0,0.7,0,0.7,0.8,0.5,0.4,0.5,12.2,4.3,76.6,4.6,0,0.7,0.2,0.3,1256,230,80.812101910828,18.3917197452229,0.796178343949045,12.80276816609,17.130829015544,30.5699481865285,35.3950777202073,16.9041450777202,14.8,3.3,1556,1128,428,72.4935732647815,27.5064267352185,825,73.1382978723404,217,50.7009345794393,66.9665809768638,29.375,43.2885906040268,70.4347826086957,92.7392739273927,88.4937238493724
41031,"Jefferson County, Oregon",2016,46.3,2.1,13.3,2.1,58.5,2.9,13.4,2.3,20.3,2.9,10002,363,25085,1415,27500,1932,23993,2476,22131,1612,30675,2854,42083,10757,48625,10177,47063,3154,6.1,1.4,4.4,1.4,12.1,1.9,15.2,2.9,14.9,2.6,21.5,2.7,13.6,1.9,9,1.9,2,0.8,1.2,0.7,22305,,0,0.1,0.1,0.1,0.7,0.2,0.1,0.1,8.3,2.1,80.2,,0,0.1,0,0.1,5394,51,54.8572487949574,44.4753429736745,0.667408231368187,13.3481956249129,16.4751975562786,29.2582508798725,38.149943555349,16.1166080084999,16.5,1.8,7577,5213,2364,68.8003167480533,31.1996832519467,4001,76.7504316132745,1283,54.2724196277496,69.7373630724561,25.5793226381462,50.6849315068493,79.6010879419764,91.8730158730159,95.0383631713555
53059950100,"Census Tract 9501, Skamania County, Washington",2016,55.8,16.5,17.1,17.5,67,17.7,0,37.3,6,5.5,67,31,47679,34634,47679,34634,,,,,30769,14961,155714,72174,,,49286,34862,0,38.9,0,38.9,8.6,9.1,27.6,23.5,17.2,19.6,10.3,17.2,8.6,11.4,3.4,3.7,24.1,30.4,0,38.9,150,67,0,19.3,0,19.3,0,19.3,0,19.3,0,19.3,100,19.3,0,19.3,0,19.3,37,29,100,0,0,14,3,12,48,37,4,6.9,58,48,10,82.7586206896552,17.2413793103448,24,50,10,100,58.6206896551724,,33.3333333333333,100,0,80.952380952381
53059950200,"Census Tract 9502, Skamania County, Washington",2016,54.5,3.7,8.1,2.9,67.8,4.3,6.9,3,9.9,2.6,2376,168,37268,6762,46338,4927,34318,11807,35735,4571,40270,9471,71250,49874,59583,11264,64219,5393,7.4,2.6,2.1,1.1,7.6,2.5,9.6,3.1,10.1,2.9,19.6,4,15.1,4.2,17.4,4.5,7.2,4.3,3.9,1.9,4705,237,0,0.7,0,0.7,1.5,0.7,0,0.7,0.4,0.3,99.5,0.4,0,0.7,0.5,0.7,956,135,75.9414225941423,23.5355648535565,0.523012552301255,19.1498405951116,6.25,25.8640552995392,43.4043778801843,24.4815668202765,11.6,2.4,1870,1404,466,75.0802139037433,24.9197860962567,1046,74.5014245014245,194,41.6309012875537,66.3101604278075,10.2222222222222,43.2314410480349,67.4157303370787,77.5,92.4164524421594
53059950300,"Census Tract 9503, Skamania County, Washington",2016,45.9,5.5,7.4,3.7,57.3,5.9,7.6,3.9,21.6,5.6,854,129,32176,5217,37431,7040,40536,20685,32300,14925,22159,8564,43125,19703,61250,9616,41544,11178,15.8,4.8,9.1,4.7,10.3,4,11.2,3.9,9.2,4,20.2,4.7,9.5,4,10.2,3.9,3,1.9,1.4,1.7,1886,182,0,1.7,0,1.7,0.9,1.2,0,1.7,0.2,0.2,97.8,1.4,0.4,0.8,0,1.7,331,85,69.7885196374622,26.2839879154079,3.92749244712991,24.7567567567568,10.9859154929577,29.4366197183099,34.7183098591549,24.8591549295775,18.1,3.5,855,522,333,61.0526315789474,38.9473684210526,395,75.6704980842912,167,50.1501501501502,65.7309941520468,33.3333333333333,60,73.4177215189874,83.8150289017341,98.5436893203884
53059950400,"Census Tract 9504, Skamania County, Washington",2016,52.9,4.1,6.5,3.9,64.8,5.3,7.1,4.3,14.6,6.8,1071,115,29803,6226,32813,6355,19688,7110,28261,6928,34185,5208,41957,26256,58750,24432,52757,8798,5.8,3.6,4.2,2.3,10.8,4.9,15.8,6.3,12.2,4.3,18.8,6.4,12.3,4.2,13,3.5,2.4,1.4,4.6,2.6,2093,191,0,1.5,0,1.5,0,1.5,0,1.5,2,1.8,87.3,4.3,0,1.5,0,1.5,414,127,64.2512077294686,35.7487922705314,0,15.7190635451505,12.8428927680798,30.4862842892768,30.860349127182,25.8104738154614,15.2,3.8,877,597,280,68.072976054732,31.927023945268,469,78.5594639865997,135,48.2142857142857,68.8711516533637,33.6134453781513,51.219512195122,67.4418604651163,95.5414012738854,98.9090909090909
53059950500,"Census Tract 9505, Skamania County, Washington",2016,48.7,6.3,7.1,4.6,63.4,6.9,6.5,4.8,17.3,6.7,1051,164,26017,2589,33125,9817,20192,11897,26563,4102,35750,9984,76422,26650,58929,28972,37891,3350,11.2,4.8,12.1,6.8,12.3,6.3,8.5,4.9,19.4,6.6,11.5,5.8,9.2,5.1,12.3,5,3.5,3.5,0,3.5,2482,243,0,1.3,0.7,1,0.8,1.3,0,1.3,2.1,2.8,86.4,4.2,0,1.3,0,1.3,644,130,62.7329192546584,37.2670807453416,0,11.5947925142392,12.5637755102041,32.780612244898,41.8367346938776,12.8188775510204,18.5,5,917,603,314,65.7579062159215,34.2420937840785,362,60.0331674958541,105,33.4394904458599,50.9269356597601,8.01393728222996,55.5555555555556,41.566265060241,86.6666666666667,100
53059,"Skamania County, Washington",2016,51.5,2.2,7.7,1.8,64.5,2.6,6.9,1.9,14.3,2.4,5419,187,32495,2880,37258,2672,23021,6470,31750,3064,35502,3254,63000,29091,59472,4703,53082,3466,9.3,2,5.8,1.8,9.7,1.9,11.1,2,12.3,2.3,17.8,2.4,12.3,2.1,14,2.1,5,1.8,2.7,0.9,11316,,0,0.3,0.2,0.2,0.9,0.4,0,0.3,1,0.8,94.1,,0.1,0.1,0.2,0.3,2382,50,69.8572628043661,29.3870696893367,0.755667506297229,17.7149964463397,9.54189122978932,28.5521803037727,39.1842234198922,22.7217050465458,14.8,1.6,4577,3174,1403,69.3467336683417,30.6532663316583,2296,72.3377441713926,611,43.5495367070563,63.5132182652392,18.4964200477327,50.4559270516717,60.6936416184971,83.0212234706617,95.4274353876739
53039950100,"Census Tract 9501, Klickitat County, Washington",2016,38.2,5.5,10.7,4.1,48.6,6.1,9.7,4,17.7,5.1,3381,401,22377,4912,30859,5856,12297,11663,21860,5413,32931,9943,39295,7920,58456,9254,47623,7953,12.2,4.7,5.5,2.9,9.9,3.4,12.1,4.1,12.3,4.5,24.9,5.6,11.5,3.5,10.7,4.3,0.2,0.2,0.5,0.5,8467,460,0,0.4,0.1,0.2,0.6,0.7,0,0.4,0.6,0.6,95.9,1.6,0,0.4,0,0.4,1753,230,63.8904734740445,36.1095265259555,0,13.6575457043852,12.0979836693884,29.8283619396767,37.1604732544576,20.9131811364773,22.3,3.6,3269,2142,1127,65.524625267666,34.4753747323341,1699,79.3183940242764,494,43.8331854480923,67.0847353930866,16.9117647058824,67.3992673992674,77.0780856423174,87.4371859296482,99.591280653951
53039950200,"Census Tract 9502, Klickitat County, Washington",2016,42.4,5.3,3.2,2.1,57.7,6.4,3.7,2.5,19,5.6,1897,280,26633,1894,27111,1930,51458,33221,27526,2708,27260,5289,27500,23426,11542,1787,44167,4996,5.2,2.1,4.3,2.5,10.8,4.5,17,5.6,21.3,4.9,20.6,5,7.2,3.7,7.2,3,5.2,3.9,1.2,1.6,4760,426,0,0.7,0.1,0.1,1.3,0.7,0,0.7,0.5,0.6,94,4.1,0,0.7,0.1,0.1,831,224,71.4801444043321,28.5198555956679,0,20.6285593756591,12.5815217391304,34.1304347826087,38.6413043478261,14.6467391304348,21.3,3.2,1848,1344,504,72.7272727272727,27.2727272727273,984,73.2142857142857,148,29.3650793650794,61.2554112554113,17.1945701357466,51.2254901960784,58.8709677419355,84.1040462427746,99.4694960212202
53039950300,"Census Tract 9503, Klickitat County, Washington",2016,56.3,4.6,2,1.3,71.6,5.2,1.5,1.2,11.3,3.4,3703,342,28443,3576,30011,2981,22042,4847,33210,4618,24024,5291,31768,13051,51346,27200,54215,7767,3.9,1.7,3.5,2,7.3,2.4,13.2,6,15.4,5.4,21.6,5.8,18.5,3.5,13.3,4.2,1.9,1.1,1.5,1.3,7703,490,0,0.4,0,0.4,0.4,0.4,0,0.4,6.2,3.8,75.5,3.5,0,0.4,0.1,0.2,1704,235,75.7042253521127,18.5446009389671,5.75117370892019,21.1548625792812,15.5890003716091,20.9215904868079,28.4838350055741,35.0055741360089,14,2.7,2952,1953,999,66.1585365853659,33.8414634146342,1423,72.8622631848439,449,44.9449449449449,63.4146341463415,7.09219858156028,42.9133858267717,51.6629711751663,77.3550724637681,94.015444015444
53039,"Klickitat County, Washington",2016,45.7,3,5.4,1.7,59.1,3.5,4.9,1.7,15.7,2.9,8981,496,26619,1460,29148,2336,22037,4685,29420,3491,27276,3613,38013,11013,46667,14874,49633,2820,7.6,2.2,4.5,1.3,9.2,2,13.6,2.6,15.5,3,22.7,3,13.1,2.2,10.9,2.2,2,1,1,0.6,20930,,0,0.2,0.1,0.1,0.7,0.3,0,0.2,2.6,1.4,88,,0,0.2,0,0.1,4288,5,70.0559701492538,27.6585820895522,2.28544776119403,17.9998065576942,13.4634534953197,27.6970059085176,34.4220938724026,24.4174467237602,19,2,8069,5439,2630,67.406122196059,32.593877803941,4106,75.4918183489612,1091,41.4828897338403,64.4069897137192,14.3266475644699,54.3775649794802,62.1311475409836,83.4710743801653,96.8793665579879
41,Oregon,2016,58.3,0.4,5.7,0.3,72.6,0.5,5.2,0.3,13.3,0.4,2187015,14250,30897,230,35945,336,22194,732,29816,1143,32004,382,46942,1383,63868,2310,57532,855,5.9,0.3,4.5,0.3,9.8,0.4,10,0.4,13.3,0.4,18.7,0.5,12.8,0.4,14.2,0.5,5.4,0.2,5.3,0.2,4093465,,0,0.1,0,0.1,4.1,0.1,0.3,0.1,3,0.3,87.2,,0,0.1,0.1,0.1,864736,1924,69.5415710690893,29.5677524701181,0.890676460792658,20.0074812338642,9.7091203771092,22.9497556292058,34.6418344324887,32.6992895611963,14.7,0.3,1571678,969579,602099,61.6906898232335,38.3093101767665,724768,74.7507939012706,275389,45.7381593392449,63.6362537364524,13.7943839803468,34.327125678408,56.0612002808241,74.7397264036919,94.7920264763185
4100021,"South Wasco County School District 1, Oregon",2015,44,6.2,10,5.6,64.9,6.7,9.4,5.8,21.2,5.4,1052,169,21100,3971,,,,,,,,,,,,,40625,4024,9.9,3.7,4.5,2.4,13.3,4.6,13.9,4.2,21.9,4.8,23,5,5,2.5,4.9,2.1,3.7,3,0,3.3,2284,286,0,1.4,0,1.4,3.1,2.4,1.1,1.8,0.7,1.7,91.6,5.4,0,1.4,0,1.4,306,114,60.4575163398693,39.5424836601307,0,23.1578947368421,11.9290703922622,37.5604513702311,35.3036002149382,15.2068780225685,22.4,4.4,979,665,314,67.926455566905,32.073544433095,493,74.1353383458647,139,44.2675159235669,64.5556690500511,14.8809523809524,60.9375,81.0526315789474,97.6415094339623,96.9924812030075
41065970100,"Census Tract 9701, Wasco County, Oregon",2015,52.3,5.6,5.1,3.4,75.2,5.3,5,3.6,13.9,5.3,1926,293,26560,3874,31671,5623,20000,11032,26473,11959,27304,16702,55221,15022,65156,6796,46016,9493,7.4,4.7,5,2.9,10.9,4.6,16.2,4.9,12.8,5,12.6,4.6,16.6,6.3,12.6,4.2,2.9,2.8,3.1,2.2,4264,380,0,0.8,0,0.8,0.1,0.2,0.1,0.2,6.6,5.3,82.1,6.2,0.3,0.5,0.2,0.2,1052,194,71.1026615969582,28.8973384030418,0,12.3804730749874,9.3715545755237,24.9540610069827,43.513414185961,22.1609702315325,19.4,4.7,1546,1028,518,66.4941785252264,33.5058214747736,766,74.5136186770428,133,25.6756756756757,58.150064683053,10.8,32.7327327327327,60.6060606060606,86.1538461538462,91.8762088974855
41065970200,"Census Tract 9702, Wasco County, Oregon",2015,61.5,5.5,7.7,5,74.5,5.3,6.8,4.8,11.9,3.8,1600,204,21203,4343,,,,,,,,,,,,,44375,6657,5.6,2.8,4.3,2.7,13.3,5.8,14.6,4.9,24.4,9,13.2,6.7,17.4,6.7,4.5,2.8,2.8,3.1,0,2.9,2820,282,0.3,0.6,0,1.1,0,1.1,0,1.1,0.9,1,88.9,6.8,0,1.1,0,1.1,642,188,57.7881619937695,39.8753894080997,2.33644859813084,23.1560283687943,14.5118733509235,25.4353562005277,39.6833773087071,20.3693931398417,12.1,3.6,1095,597,498,54.5205479452055,45.4794520547945,451,75.5443886097153,220,44.1767068273092,61.2785388127854,10.5960264900662,45.6521739130435,58.5271317829457,95.8333333333333,100
41065970300,"Census Tract 9703, Wasco County, Oregon",2015,61.6,8.2,9.4,6.1,73.5,8.7,7.3,4.4,10.1,6.4,1638,246,25923,4789,,,,,,,,,,,,,52344,13727,4.6,4,6.5,4.5,5.7,3.5,12.5,7.2,20.1,7.2,17,7.5,21.7,7.2,8.4,4.1,2.1,2,1.5,1.9,3113,403,0,1,0,1,0.4,0.7,0,1,11,10.7,79.7,11.1,0,1,0.3,0.4,950,221,68.7368421052632,31.2631578947368,0,10.3357472021066,13.6317395727365,18.7182095625636,46.3377416073245,21.3123092573754,13.3,4.6,1115,835,280,74.8878923766816,25.1121076233184,573,68.622754491018,96,34.2857142857143,60,0,37.2093023255814,61.2903225806452,91.005291005291,84.985835694051
